Actual,Message,Predicted
Bullish,b'$TSLA# TRUE# TENACIOUS# TOUGH ...together ...',None
None,b'$TSLA wow this assembly line strategy should absolutely blow up in their face...',None
None,b'$TSLA Nikola Tesla wanted to beam electricity across the Atlantic Ocean and he also designed the first Hydroelectric Dam at Niagra Falls.',None
Bullish,b'$TSLA SpaceX filed with the FCC to obtain the rights to operate a massive constellation of 4#400 satellites to offer internet services',None
None,b'$TSLA how is his related to Tesla?',None
Bullish,b'$TSLA',None
Bullish,b'$TSLA There only 4 entities that sent rocket into space and brought it back US# Russia# China# and  Elon Musk',None
Bullish,b'$SPY $aapl $Tsla bear skin rugs on clearance today 80% off# market bulls have a abundance today letting them go cheap',Bullish
None,b'$TSLA give me $315 so I can sell against my Jan18 $300s.',Bearish
None,b'$TSLA breaking out# see some in-depth analysis on http://stockcharts.chartmill.com/u/B1zCkdjRg',Bearish
None,b'$TSLA (+0.9% pre) Tesla\x92s big Model 3 bet rides on risky assembly line strategy - Reuters\n\nhttp://ooc.bz/l/11411',Bearish
Bullish,b'$TSLA I&#39;m thinking this could make Monday morning a lot more fun!',None
None,b'$YELP $GWPH $PCLN $TSLA Technical Analysis Video to Prepare for  today= #stockmarket #markets #NASDAQ #NYSE #Stocks #Stock #Trading #Market',None
None,b'$TSLA Back to reality.',None
Bullish,b'$TSLA losing french candidates are saying vote for macron',Bearish
None,b'ICYMI# here&#39;s the link to my WEEKEND VIDEO: Apple# Amazon# Tesla and more! https://www.joefahmy.com/2017/04/23/weekend-video-apple-amazon-tesla $AMZN $AAPL $TSLA $SPY $IWM',None
None,b'$TSLA WHat a crazy market. Futures up 200 points.. good lawd',Bullish
Bullish,b'$TSLA $NVDA $AMD $FB $GPRO love seeing all my boys in the green .',None
Bullish,b'$TSLA 325-330 this week',None
Bullish,b'$TSLA Andrew Left: &quot;I lost a fortune betting against Elon&quot;# Chanos: &quot;Hold my beer&quot;.',Bearish
None,b'$TSLA I call upon the bears who are secretly shorting this stock. Come forth with a like.',None
Bullish,b'$TSLA Yes# correction on my earlier post $310+ opening# not $210. LOL',Bearish
Bullish,b'$TSLA why don&#39;t we take a breather and wait for the Model 3  second reveal?',None
Bullish,b'$TSLA wow premarket is explosive today',None
None,b'Tesla Skipping Prototype Step in Race to Launch Model 3 $TSLA http://dlvr.it/NyzQG8',None
Bullish,b'$TSLA',None
None,b'$TSLA 320-325 target this week if it holds the gains today.. other than that back to 300',Bullish
None,b'$TSLA hey all# i&#39;m bullish. I just needed to move my portfolio around a bit.',None
Bullish,b'$TSLA I know only inexperienced shorts will short a company because it seems overvalued.',Bearish
Bullish,b'$TSLA remember all# Tesla Network comes online next year. Will add $500 to current share price. Buy and hold',None
Bullish,b'$FCX...$TSLA and $AAPL hurting for Cobalt...http://finance.yahoo.com/news/cobalt-prices-rocket-tesla-apple-233000344.html',Bearish
Bullish,b'$BABA $TSLA Chanos should stop trading Stocks before he goes bankrupt# guy has lost all of his skills',Bearish
Bullish,b'$TSLA people who described musk as delusional 4 1/2m  M3 target now back describing him as risking his company4not testing M3.On GM payroll',None
None,b'$SPY $AAPL $TSLA $NVDA $AMZN $FB $TWTR   Why Now Is The Perfect Time To Buy U.S. Stocks? http://hubs.ly/H077PhN0',Bullish
None,b'I don&#39;t mind# what should I decide ?\n$TSLA or $APPL',None
None,b'In inefficiency there is opportunity. Each sheds light on the other. New post https://medium.com/@d_ramsden/ten-questions-for-the-new-economist-cf33aaf40952 $AAPL $GOOG $MSFT $AMZN $FB $IBM $TSLA',Bearish
None,b'Alibaba# Mosaic# Solaredge# Tesla: Fast Money Picks For April 24 https://benzinga.com/z/9333264 $BABA $MOS $SEDG $TSLA',None
None,b'$SPY $AMD $AAPL $BAC $GS $TSLA TVIX buyer. BULLISH!',None
Bullish,b'$TSLA chanos on meth?',None
None,b'$TSLA the solar gardening tools are going to be huge I think my wife is too excited about these things. beats me..',Bullish
None,b'$TSLA Print $315 to have Shorts capitulation.',None
Bullish,b'$TSLA $BABA I wonder how Chanos slept last night.??? loser',None
Bearish,b'$TSLA what an idiot.',None
None,b'$TSLA Tesla owning SpaceX stocks when IPO?',None
None,b'$TSLA SpaceX in Tesla stock?',None
Bearish,b'$TSLA I guess I&#39;ll be enjoying the day in shortsville.',Bullish
Bullish,b'$TSLA love owning Tesla shares. Can&#39;t wait to own the car. At this rate I may upgrade to an S',None
None,b'$SPY $AMD $AAPL $BAC $GS $TSLA someone lost his pants with put options?',Bearish
Bearish,b'$SPY hey bull I have to words for you &quot;irrational exuberance&quot; enjoy fat pigs ? $AMD $AAPL  $BAC $GS $TSLA wait for that GDP of 0.5%???',Bullish
None,b'$TSLA Razors Edge in term of execution.  No room for mistakes at this valuation. http://www.reuters.com/article/us-tesla-assemblyline-idUSKBN17Q0DE',Bearish
None,b'$TSLA lets get it!!!!!!',None
Bullish,b'$TSLA',None
None,b'$TSLA For shorts.',None
None,b'$TSLA Futures up nice.',None
None,b'$SPY $QQQ $DIA $TSLA $AMZN expect many of them to state over and over: it is manipulated# someone needs 2 investigate. fraud# fake market!',Bearish
None,b'$SPY $QQQ $DIA $TSLA $AMZN',None
Bullish,b'$AMZN I&#39;ll say what i said Friday. I&#39;m pro-Musk# but sold my $TSLA stock for a profit# bought a bunch of $AMZN and whoa nelly lookee here',None
None,b'$TSLA Echo your sentiments# except the top is about $45 away.',None
Bearish,b'$TSLA Love Elon# love Tesla but just feel the top is in.  Priced for perfect future execution.  No room for any deviation. Thats tough!',None
None,b'$TSLA Nuclear war# euro election uncertainty. Bought some $TSLA weekly calls friday b4 market close. When in doubt# in Elon I trust.',Bearish
Bullish,b'$SPY $QQQ $DIA $TSLA $AMZN\nWhere&#39;re the BEARS at... I like to see them say some BS.',None
Bullish,b'$TSLA @ 308.20 Pre-Market [+2.60]',None
Bullish,b'$TSLA 310 in premarket',None
None,b'$TSLA Could be a big move up today. Technically set to go up..',None
Bullish,b'$TSLA FTSE up 1.7%. CAC up 3.6%. US futures up nearly 1%',None
Bullish,b'$TSLA Just a guess TSLA opens over $210.',None
Bullish,b'$TSLA stock&#39;s valuation is totally &#39;twilight zone&#39;# please short... short short short!!! like unicorn farts# will only propel TSLA higher',None
Bullish,b'$TSLA Gas stations watch out!! there is gonna be tons of renewable solar supercharger stations',None
Bullish,b'$TSLA Elon plans 100% solar power/renewable generations in all supercharger stations.',None
Bullish,b'$TSLA has anyone checked the weather forecast this week? I&#39;m seeing heavy storms on the radar',None
None,b'$TSLA hahahahahahahahaha# ur puts r worthless tomrw. I&#39;m so happy if u get hurt',Bearish
None,b'$TSLA wrong again ??????',Bearish
Bullish,b'$EGY $AXAS $HUSA $CIE $TRCH $URRE $ROX $TSLA $WEN $RNN $NFLX $AAPL',None
None,b'WEEKEND VIDEO: Apple# Amazon# Tesla and more! https://www.joefahmy.com/2017/04/23/weekend-video-apple-amazon-tesla $SPY $AAPL $AMZN $TSLA $QQQ',None
Bullish,b'The sun increases in brightness by 1% every million years. Just thought that was interesting# buy $TSLA',None
Bullish,b'$XXII $XXII $GRPN $SNAP $CVSI $MJNA $V $VAPE $COST $VSLR $AUPH $AMD $XXII $GWPH $PNC $TWTR $HEMP $USRM $NETE $HAL $GOOG $TSLA\n\n$VAPE\n\n$USRM',None
None,b'$tsla hum and something to plug into. And time to wait.',None
None,b'Every time $TSLA goes up the doomsday clock goes backwards.',None
Bullish,b'$NVDA $AMD $FB $AAPL $TSLA futures looking real good# going to be a green day tomorrow',Bullish
None,b'$TSLA I have nothing to contribute but fear itself. The fear of methane hydrate# the fear of cancer cars# the fear of oil wars# just fear FF',Bearish
None,b'Every time $TSLA goes up my faith in humanity goes up. Every time $TSLA  goes up another Angel gets it wings.',None
Bearish,b'$TSLA  reality to hit soon# time to deliver now# competition catching up# evidence @ NY Auto show# technical trading game in final innings',None
None,b'$TSLA Elon clearly stated this is going to go up 10X very soon. Unfortunately shorts think Elon lies. Shorts deserve the coming pain.',Bearish
None,b'$TSLA Shorting Tesla is shorting Elon Musk# the most capable man in history. Shorts will regret dearly. They could have gone long gain 30X',Bullish
None,b'$TSLA a tad bit overbought on the weekly# but besides that very long# that rsi is just too hot to touch',None
None,b'$TSLA never try to pick tops or bottoms.  You&#39;ll always lose as I&#39;ve learned. Save your money and pick other stocks to short.',Bearish
None,b'$TSLA\n1 Own 40/10 Iron Condor\n2 Avoid Earnings\n3 70% Stop \n4 Re-open immediately if stopped out w new expiration\n\nhttp://tm.cmlviz.com/index.php?share_key=jhBM334hgqc5bdXO',Bearish
None,b'$TSLA you can hear the desperation in the bear&#39;s posts as they get ready for another weekly colonoscopy curtesy of TSLA',None
None,b'$TSLA as much as I believe tsla should drop $50 every time I buy puts I lose $$. The few times I&#39;ve said fxck it and went long I prospered.',None
Bearish,b'Escalating: SHANGHAI COMPOSITE INDEX EXTENDS DECLINE TO -1.8%?\n\n$djia $djt $compq $qqq $soxx $spx $eem $rut $aapl $amat $mu $gs $ibm $tsla',Bearish
None,b'Expect Musk to be tweeting all good things about $tsla  https://www.bloomberg.com/news/articles/2017-04-20/elon-musk-nears-1-4-billion-windfall-as-tesla-hits-milestones',Bullish
Bullish,b'$GE buy the ugly ducklings this week $ual and follow $tsla for possible break past 313',Bearish
None,b'Brexit+Trump potential disasters and market rallied.\n\nSupreme irony Macron winning runoff and markets sell off ?\n\nSell in May?\n$tsla',None
Bearish,b'$TSLA Is it time for a correction? Used car market is facing issues that could impact whole industry. Bull Long but #Bear for next 6 mo',Bearish
Bullish,b'$TSLA all the short theories amount to this',None
None,b'$TSLA',None
None,b'Monday&#39;s Watch Part 2: $TSLA $AMD $SPY $PTX $AMRS $FB $AAPL $X $IMNP $NADL $TRCH $OPTT #leggo #StayGreen ???',None
Bearish,b'$TSLA Summary of Jim Chanos&#39; Interview: Tesla burns more cash as it gets larger - skeptical of Elon Musk: https://investoralmanac.com/2017/03/13/c4k-jim-chanos-interview-elon-musk-ep-auto-cycle-valeant-alibaba-kynikos/',None
None,b'$TSLA Wednesday release of the Trump tax plan could be interesting. Tax credits stay this will rally. Tax credits terminate this may....',Bearish
None,b'$F $TSLA LOL.....that&#39;s like saying# if Nokia isn&#39;t selling phones# Apple isn&#39;t selling either.',None
None,b'$TSLA hmm will they beat earnings mmmm?',None
None,b'$F I&#39;ll keep my shares regardless of what ever this ecomomy does. If $F ain&#39;t selling cars you can bet $TSLA ain&#39;t selling many either.',None
Bullish,b'$TSLA High density new battery gen# new automated fast charging# Neuralink&amp;machine learning# supercomputer#Elon&#39;s taking Tesla2all new level',None
Bearish,b'$TSLA China Electric Car Sales Keep Soaring in  March 2017. BUT TESLA IN LAST PLACE! Yup last. http://evobsession.com/china-electric-car-sales-keep-soaring-march-2017/',None
Bearish,b'$TSLA Got to be player in China. Chinese EV supercar maker prepping an all-electric SUV. Taking orders NOW for 2018. https://www.engadget.com/2017/04/19/nio-es8-ev-suv-swappable-batteries/',None
None,b'$TSLA no strike',None
None,b'$TSLA noticed its correlating a bit with $F prob after Elon Musk quote',None
None,b'$TSLA Jaguar I-Pace electric SUV is loose on the streets of London. Real SUV. Not another modelY tweet.\nhttp://autoweek.com/article/green-cars/jaguar-i-pace-concept-previews-2018-electric-suv#ixzz4f84wUGY4',None
None,b'@Thankfulness Maybe. He&#39;s the epitomi of male success &amp;she is the epitome of female golddigging success. Both masters in their fields! $TSLA',Bullish
None,b'$TSLA Real SUV / CUV. Not a tweet. Audi&#39;s Already Taking Reservations For The E-Tron SUV. Tesla missed the boat.  http://www.carscoops.com/2017/04/audis-already-taking-reservations-for-e.html',Bearish
None,b'$TSLA Locked-And-Loaded Electric Audi SUV Starts Taking Deposits (Yes# Another Tesla Competitor) $VLKAY\nhttp://www.seekingalpha.com/article/4064420',None
Bullish,b'$TSLA PT $600 by 1/1/2020',None
None,b'$TSLA 350-400 range pre M3 reveal.',None
Bullish,b'$TSLA 325 going into earnings then good luck. Maybe 340 or 300',Bullish
Bullish,b'$TSLA Gonna be a big day tomorrow. By the looks of it# Elon already had a great night!',Bullish
Bullish,b'$TSLA $320.$$',None
Bearish,b'M.I.T. Mocks Musk &quot;telepathy hype&quot; ?\nArticle attached\n\n$TSLA',None
None,b'$TSLA u know shorts are desperate when they&#39;re spending the weekend looking back in history for articles bashing Tesla LOL# accept ur fate',None
None,b'$TSLA updated chart# still on track. iH&amp;S measures ~$380-400',None
None,b'$TSLA $MS awesome...here&#39;s the demo of the first pick up truck# as promised. Has that spaceship windshield.',None
Bullish,b'$TSLA will be up $15 tomorrow. Loves to gap on mondays and futures up 170. Epic move folks',None
Bullish,b'$TSLA all-time high nuclear uptrend commencing',None
None,b'French Centrist Pro EU Candidate Macron Wins to advance to runoffs where he leads 65-35 in polls. Markets boom $TSLA $AMZN $SPY $NVDA $AAPL',Bullish
Bullish,b'$TSLA retest 312',None
None,b'$TSLA ??????',None
Bullish,b'$TSLA Amber Heard is not affecting the investments. It&#39;s important to know she was abused by Depp https://www.youtube.com/watch?v=BwqAP9mICR0',Bearish
Bullish,b'$TSLA Can&#39;t believe i&#39;m doing this - RETRACTION ! thx Mr @McMuggets...and AGREE# the STOCK should go up &amp; tech/qqq',None
Bullish,b'$TSLA in musk we trust',None
None,b'$TSLA Shorts',None
None,b'$AMD Oh fuk me.  Elon is now dating Amber Heard. Thats the end of $TSLA as we know it.',None
None,b'$TSLA CB monetary base tightening sooner ?which inverts curve faster.\nSee ECB article',Bearish
Bearish,b'$TSLA Tesla Model S caught fire in Yorkshire# Tesla says cause is due to a crash 2 months before the fire. https://electrek.co/2017/03/31/tesla-model-s-fire-manchester-crash/',None
Bullish,b'$TSLA Here we go ... the SHORT / BEAR ...whatever Patrol is here... BUY tomorrow...night LONGs...',None
